1667882947.853198,0
1667882947.959156,39
1667882948.066216,74
1667882948.180936,98
1667882948.286631,99
1667882948.391552,99
1667882948.498628,100
1667882948.604410,100
1667882948.711467,100
1667882948.817410,100
1667882948.927320,99
1667882949.032060,43
1667882949.138377,65
1667882949.243788,65
1667882949.348732,49
1667882949.453726,49
1667882949.558962,50
1667882949.664648,50
1667882949.770374,51
1667882949.875912,52
1667882949.980669,52
1667882950.086984,57
1667882950.192878,62
1667882950.299599,61
1667882950.405463,73
1667882950.510728,71
1667882950.616775,80
1667882950.723205,81
1667882950.832679,54
1667882950.938964,54
1667882951.048500,60
1667882951.156018,64
1667882951.267668,65
1667882951.374962,74
1667882951.479120,84
1667882951.585846,83
1667882951.691648,55
1667882951.797429,56
1667882951.901356,61
1667882952.007209,64
1667882952.112010,65
1667882952.218514,76
1667882952.323918,75
1667882952.430300,84
1667882952.535490,80
1667882952.643151,56
1667882952.751886,55
1667882952.856830,55
1667882952.961388,56
1667882953.066606,55
1667882953.171883,55
1667882953.277667,55
1667882953.382150,55
1667882953.493215,56
1667882953.612613,56
1667882953.717913,58
1667882953.825784,69
1667882953.933273,68
1667882954.041266,68
1667882954.148342,77
1667882954.258742,78
1667882954.364251,87
1667882954.478544,87
1667882954.583370,61
1667882954.695757,60
1667882954.801582,64
1667882954.907993,62
1667882955.012804,68
1667882955.117314,77
1667882955.222000,78
1667882955.328851,87
1667882955.434974,88
1667882955.539547,61
1667882955.644872,62
1667882955.749870,66
1667882955.855200,69
1667882955.959441,70
1667882956.067137,81
1667882956.188164,84
1667882956.300054,89
1667882956.408431,89
1667882956.513692,63
1667882956.618442,62
1667882956.723539,60
1667882956.828907,61
1667882956.933406,61
1667882957.037931,61
1667882957.145731,61
1667882957.251481,60
1667882957.356255,61
1667882957.462186,61
1667882957.568627,62
1667882957.675160,62
1667882957.779898,69
1667882957.885949,71
1667882957.992418,71
1667882958.108907,82
1667882958.230270,83
1667882958.334838,91
1667882958.441359,91
1667882958.547022,65
1667882958.656495,65
1667882958.761789,71
1667882958.869803,72
1667882958.975731,74
1667882959.081378,81
1667882959.189152,84
1667882959.296170,94
1667882959.401874,92
1667882959.516708,72
1667882959.627825,66
1667882959.733681,72
1667882959.839733,72
1667882959.946447,76
1667882960.054588,75
1667882960.159383,85
1667882960.442131,90
1667882960.554920,95
1667882960.663545,96
1667882960.768437,74
1667882960.877173,69
1667882960.985406,66
1667882961.097636,66
1667882961.227665,65
1667882961.344281,66
1667882961.449998,66
1667882961.555130,67
1667882961.716441,66
1667882961.824966,69
1667882961.931033,69
1667882962.084713,74
1667882962.224535,75
1667882962.338687,77
1667882962.453732,77
1667882962.577776,88
1667882962.689909,89
1667882962.800152,96
1667882962.908379,93
1667882963.015500,90
1667882963.122900,72
1667882963.227986,74
1667882963.334543,68
1667882963.490204,69
1667882963.596125,70
1667882963.703851,70
1667882963.809497,69
1667882963.915671,69
1667882964.031139,72
1667882964.213596,71
1667882964.322209,72
1667882964.456598,76
1667882964.561079,81
1667882964.665305,81
1667882964.769533,90
1667882964.876572,90
1667882964.982029,94
1667882965.086985,94
1667882965.195516,79
1667882965.299693,80
1667882965.403941,72
1667882965.508390,72
1667882965.614365,71
1667882965.721408,70
1667882965.825962,71
1667882965.930987,72
1667882966.036669,71
